country,year,children,child_mortality,income,life,population,continent
Tanzania,1883,6.74,415.0,667.0,32.7,5320000,Africa
Thailand,1883,6.35,438.0,1000.0,30.6,6430000,Asia
Togo,1883,6.34,427.0,928.0,31.8,654000,Africa
Tonga,1883,6.51,232.0,823.0,28.4,19800,Oceania
Trinidad and Tobago,1883,4.96,336.0,1740.0,38.9,186000,North America
Tunisia,1883,6.4,460.0,1170.0,29.3,1570000,Africa
Turkey,1883,6.92,380.0,1560.0,35.3,12800000,Asia
Turkmenistan,1883,6.22,477.0,1450.0,22.0,651000,Asia
Tuvalu,1883,,,892.0,,3380,Oceania
US,1883,4.61,309.0,5100.0,41.2,55100000,North America
Uganda,1883,6.89,511.0,630.0,25.3,3410000,Africa
Ukraine,1883,7.39,361.0,1170.0,36.5,20000000,Europe
United Arab Emirates,1883,6.94,434.0,1560.0,30.9,42500,Asia
United Kingdom,1883,4.55,222.0,6140.0,45.1,35600000,Europe
Uruguay,1883,5.71,406.0,3900.0,32.9,527000,South America
Uzbekistan,1883,5.71,380.0,611.0,26.6,3380000,Asia
Vanuatu,1883,6.6,268.0,727.0,24.6,49100,Oceania
Venezuela,1883,5.93,415.0,2500.0,32.3,2110000,South America
Vietnam,1883,4.7,417.0,833.0,31.6,10800000,Asia
Yemen,1883,6.88,540.0,1110.0,23.4,2860000,Asia
Zambia,1883,6.71,410.0,811.0,33.0,1620000,Africa
Zimbabwe,1883,6.75,396.0,960.0,33.9,924000,Africa
Afghanistan,1884,7.0,480.0,807.0,28.4,4440000,Asia
Albania,1884,4.6,375.0,976.0,35.4,693000,Europe
Algeria,1884,6.99,460.0,1470.0,29.4,3980000,Africa
Andorra,1884,,,2650.0,,4150,Europe
Angola,1884,6.99,486.0,893.0,27.9,3140000,Africa
Antigua and Barbuda,1884,4.69,239.0,1170.0,33.6,35600,North America
Argentina,1884,6.39,409.0,3840.0,32.6,2790000,South America
Armenia,1884,8.07,333.0,659.0,33.5,736000,Europe
Australia,1884,4.77,196.0,7820.0,41.5,2510000,Oceania
Austria,1884,4.58,401.0,3900.0,35.7,5120000,Europe
Azerbaijan,1884,8.1,323.0,1110.0,28.8,1580000,Europe
Bahamas,1884,5.9,227.0,2230.0,35.1,47700,North America
Bahrain,1884,6.99,440.0,2250.0,30.4,69600,Asia
Bangladesh,1884,6.7,536.0,912.0,23.4,24600000,Asia
Barbados,1884,5.14,631.0,1410.0,32.4,176000,North America
Belarus,1884,6.78,366.0,891.0,36.1,4240000,Europe
Belgium,1884,4.55,249.0,5150.0,44.3,5750000,Europe
Belize,1884,6.66,256.0,893.0,26.6,29000,North America
Benin,1884,5.62,430.0,815.0,31.5,1050000,Africa
Bhutan,1884,6.67,432.0,716.0,30.1,290000,Asia
Bolivia,1884,6.48,405.0,1410.0,33.4,1260000,South America
Bosnia and Herzegovina,1884,5.31,379.0,957.0,35.2,1430000,Europe
Botswana,1884,6.49,397.0,543.0,33.7,140000,Africa
Brazil,1884,6.27,417.0,1470.0,32.1,12800000,South America
Brunei,1884,7.06,455.0,1880.0,28.9,10100,Asia
Bulgaria,1884,5.16,328.0,1760.0,39.5,3160000,Europe
Burkina,1884,6.08,455.0,517.0,29.8,2120000,Africa
Burma (Myanmar),1884,6.03,433.0,688.0,30.4,4740000,Asia
Burundi,1884,6.81,424.0,452.0,31.6,1700000,Africa
CZ,1884,5.0,380.0,3180.0,35.0,8400000,Europe
Cambodia,1884,6.95,380.0,424.0,35.4,2570000,Asia
Cameroon,1884,5.54,460.0,855.0,29.2,3260000,Africa
Canada,1884,4.45,271.0,3770.0,44.9,4530000,North America
Cape Verde,1884,6.56,395.0,732.0,34.5,119000,Africa
Central African Republic,1884,6.51,444.0,579.0,30.5,1010000,Africa
Chad,1884,6.06,432.0,571.0,31.7,1900000,Africa
Chile,1884,5.4,417.0,2360.0,32.1,2490000,South America
China,1884,5.5,417.0,732.0,32.0,374000000,Asia
Colombia,1884,6.19,417.0,1150.0,32.4,3080000,South America
Comoros,1884,6.01,416.0,758.0,32.4,75500,Africa
Congo,1884,5.67,409.0,729.0,32.3,607000,Africa
Costa Rica,1884,6.92,441.0,1590.0,30.3,214000,North America
Croatia,1884,6.07,367.0,2370.0,36.1,2160000,Europe
Cuba,1884,5.78,312.0,2010.0,41.2,1590000,North America
Cyprus,1884,5.36,339.0,1820.0,38.4,195000,Europe
Denmark,1884,4.5,195.0,4110.0,48.6,2170000,Europe
Djibouti,1884,6.3,445.0,981.0,30.7,40800,Africa
Dominica,1884,,,1020.0,,27400,North America
Dominican Republic,1884,6.16,445.0,946.0,30.4,345000,North America
East Timor,1884,6.52,457.0,615.0,29.6,298000,Asia
Ecuador,1884,7.0,406.0,937.0,33.4,1200000,South America
Egypt,1884,6.03,405.0,2230.0,32.9,7850000,Africa
El Salvador,1884,5.9,462.0,1670.0,28.9,689000,North America
Equatorial Guinea,1884,5.51,447.0,417.0,30.3,136000,Africa
Eritrea,1884,6.96,441.0,628.0,30.4,609000,Africa
Estonia,1884,4.04,315.0,1450.0,41.0,720000,Europe
Ethiopia,1884,7.17,448.0,536.0,29.7,18200000,Africa
Fiji,1884,6.45,499.0,978.0,26.5,124000,Oceania
Finland,1884,5.04,265.0,1970.0,42.9,2170000,Europe
France,1884,3.38,260.0,3710.0,42.5,39000000,Europe
Gabon,1884,6.16,436.0,395.0,31.1,373000,Africa
Gambia,1884,6.51,460.0,856.0,30.5,146000,Africa
Georgia,1884,7.8,333.0,738.0,31.5,1920000,Europe
Germany,1884,5.28,382.0,4400.0,39.3,45500000,Europe
Ghana,1884,6.43,471.0,759.0,28.5,2380000,Africa
Greece,1884,3.83,353.0,2840.0,37.6,4240000,Europe
Grenada,1884,5.81,255.0,1260.0,37.5,45900,North America
Guatemala,1884,6.45,503.0,1450.0,25.6,1310000,North America
Guinea,1884,6.11,438.0,515.0,31.3,1360000,Africa
Guinea-Bissau,1884,7.25,417.0,599.0,31.6,257000,Africa
Guyana,1884,4.69,429.0,1870.0,31.3,255000,South America
Haiti,1884,6.31,486.0,1220.0,28.9,1350000,North America
Honduras,1884,6.23,393.0,1530.0,34.5,354000,North America
Hungary,1884,5.59,405.0,3280.0,36.0,6390000,Europe
Iceland,1884,3.83,248.0,1770.0,42.2,71400,Europe
India,1884,5.82,514.0,733.0,25.1,270000000,Asia
Indonesia,1884,6.07,444.0,1220.0,30.1,31400000,Asia
Iran,1884,7.08,506.0,1830.0,25.9,8970000,Asia
Iraq,1884,7.13,428.0,4610.0,31.4,1770000,Asia
Ireland,1884,3.2,135.0,4130.0,44.9,4970000,Europe
Israel,1884,4.91,447.0,961.0,32.0,291000,Asia
Italy,1884,5.05,351.0,3360.0,36.6,30200000,Europe
Jamaica,1884,5.11,270.0,1060.0,37.3,607000,North America
Japan,1884,3.8,353.0,1320.0,37.3,37900000,Asia
Jordan,1884,6.97,421.0,1620.0,31.8,262000,Asia
Kazakhstan,1884,6.45,500.0,1770.0,26.1,3630000,Asia
Kenya,1884,6.91,508.0,1110.0,25.9,4150000,Africa
Kiribati,1884,5.67,333.0,593.0,25.1,24100,Oceania
"Korea, North",1884,6.1,500.0,278.0,26.5,4920000,Asia
"Korea, South",1884,6.0,503.0,515.0,25.9,9460000,Asia
Kuwait,1884,6.87,500.0,1750.0,26.2,89100,Asia
Kyrgyzstan,1884,6.58,377.0,893.0,23.7,948000,Asia
Laos,1884,6.13,419.0,1010.0,31.5,995000,Asia
Latvia,1884,3.9,312.0,1160.0,41.0,1660000,Europe
Lebanon,1884,5.74,448.0,3500.0,29.8,480000,Asia
Lesotho,1884,5.84,407.0,368.0,33.4,246000,Africa
Liberia,1884,6.19,429.0,949.0,31.9,432000,Africa
Libya,1884,7.2,405.0,2250.0,33.9,400000,Africa
Liechtenstein,1884,,,,,9190,Europe
Lithuania,1884,5.2,381.0,1970.0,34.9,2000000,Europe
Luxembourg,1884,4.32,329.0,3100.0,39.5,210000,Europe
Macedonia,1884,5.43,384.0,1220.0,36.3,695000,Europe
Madagascar,1884,6.89,437.0,782.0,31.1,2900000,Africa
Malawi,1884,6.78,440.0,354.0,30.6,2130000,Africa
Malaysia,1884,5.45,436.0,1310.0,30.6,1260000,Asia
Maldives,1884,5.98,403.0,840.0,32.3,59200,Asia
Mali,1884,6.23,494.0,618.0,27.3,2000000,Africa
Malta,1884,5.44,350.0,1410.0,34.4,197000,Europe
Marshall Islands,1884,,,567.0,,26700,Oceania
Mauritania,1884,6.34,417.0,721.0,32.4,326000,Africa
Mauritius,1884,4.93,270.0,1280.0,31.4,367000,Africa
Mexico,1884,6.8,487.0,1650.0,26.9,10800000,North America
Micronesia,1884,6.02,259.0,546.0,26.6,22600,Oceania
Moldova,1884,6.39,339.0,881.0,33.0,1270000,Europe
Monaco,1884,,,4210.0,,17500,Europe
Mongolia,1884,5.94,420.0,704.0,31.6,680000,Asia
Montenegro,1884,5.31,375.0,1870.0,35.5,341000,Europe
Morocco,1884,6.5,403.0,993.0,33.3,4000000,Africa
Mozambique,1884,6.63,440.0,410.0,31.1,4490000,Africa
Namibia,1884,5.96,412.0,1410.0,32.9,170000,Africa
Nauru,1884,,,756.0,,1930,Oceania
Nepal,1884,6.15,407.0,686.0,33.6,4950000,Asia
Netherlands,1884,5.23,305.0,5740.0,41.4,4220000,Europe
New Zealand,1884,4.81,112.0,6100.0,40.3,573000,Oceania
Nicaragua,1884,6.16,509.0,1930.0,25.6,432000,North America
Niger,1884,6.83,433.0,609.0,31.6,1190000,Africa
Nigeria,1884,6.55,438.0,1180.0,32.0,16800000,Africa
Norway,1884,4.59,171.0,4760.0,50.8,1950000,Europe
Oman,1884,6.88,414.0,1270.0,32.2,367000,Asia
Pakistan,1884,6.59,502.0,1060.0,27.0,16900000,Asia
Palau,1884,,,1050.0,,5310,Oceania
Panama,1884,5.36,406.0,1750.0,33.1,208000,North America
Papua New Guinea,1884,6.23,424.0,681.0,32.1,946000,Oceania
Paraguay,1884,6.49,374.0,1870.0,35.8,380000,South America
Peru,1884,6.82,372.0,965.0,35.2,3120000,South America
Philippines,1884,6.61,432.0,1210.0,31.1,5790000,Asia
Poland,1884,5.09,369.0,2510.0,35.9,20600000,Europe
Portugal,1884,4.17,373.0,1790.0,35.6,4770000,Europe
Qatar,1884,6.97,433.0,1750.0,30.5,15000,Asia
Romania,1884,5.55,289.0,855.0,35.7,9950000,Europe
Russian Federation,1884,6.83,413.0,2210.0,32.8,56200000,Asia
Rwanda,1884,7.07,420.0,479.0,32.0,1590000,Africa
Saint Kitts and Nevis,1884,,,1800.0,,46500,North America
Saint Lucia,1884,5.53,273.0,1080.0,28.1,41200,North America
Saint Vincent and the Grenadines,1884,6.54,287.0,1290.0,26.0,41000,North America
Samoa,1884,6.98,264.0,1750.0,26.2,36900,Oceania
San Marino,1884,,,1970.0,,8900,Europe
Sao Tome and Principe,1884,6.23,313.0,993.0,31.2,35700,Africa
Saudi Arabia,1884,6.86,416.0,2610.0,33.1,2170000,Asia
Senegal,1884,5.7,512.0,679.0,26.0,1220000,Africa
Serbia,1884,5.43,275.0,2390.0,35.5,2010000,Europe
Seychelles,1884,5.16,212.0,1100.0,40.8,16400,Africa
Sierra Leone,1884,5.72,514.0,1000.0,26.2,983000,Africa
Singapore,1884,5.28,392.0,2200.0,34.1,130000,Asia
Slovakia,1884,5.8,363.0,2370.0,36.4,2690000,Europe
Slovenia,1884,4.64,361.0,2480.0,36.5,825000,Europe
Solomon Islands,1884,6.42,505.0,456.0,25.1,104000,Oceania
Somalia,1884,6.87,452.0,752.0,30.2,1490000,Africa
South Africa,1884,6.47,398.0,2130.0,34.0,4430000,Africa
South Sudan,1884,6.64,490.0,693.0,28.0,1620000,Africa
Spain,1884,4.86,302.0,3070.0,30.0,17200000,Europe
Sri Lanka,1884,6.17,410.0,1310.0,32.5,3230000,Asia
Sudan,1884,6.64,425.0,708.0,31.4,4840000,Africa
Suriname,1884,6.58,406.0,2530.0,32.9,91600,South America
Swaziland,1884,6.71,414.0,669.0,32.6,93000,Africa
Sweden,1884,4.4,192.0,2630.0,49.2,4660000,Europe
Switzerland,1884,3.79,218.0,9370.0,45.0,2870000,Europe
Syria,1884,6.85,429.0,740.0,31.4,1630000,Asia
Tajikistan,1884,5.87,317.0,804.0,23.9,832000,Asia
Tanzania,1884,6.74,415.0,669.0,32.7,5330000,Africa
Thailand,1884,6.35,438.0,1010.0,30.6,6480000,Asia
Togo,1884,6.34,427.0,932.0,31.8,659000,Africa
Tonga,1884,6.51,230.0,826.0,28.4,19800,Oceania
Trinidad and Tobago,1884,4.89,336.0,1750.0,38.9,191000,North America
Tunisia,1884,6.4,460.0,1180.0,29.4,1590000,Africa
Turkey,1884,6.92,380.0,1560.0,35.3,12900000,Asia
Turkmenistan,1884,6.22,477.0,1460.0,22.2,657000,Asia
Tuvalu,1884,,,895.0,,3400,Oceania
US,1884,4.57,304.0,5070.0,41.7,56400000,North America
Uganda,1884,6.89,511.0,634.0,25.3,3430000,Africa
Ukraine,1884,7.36,361.0,1180.0,36.5,20200000,Europe
United Arab Emirates,1884,6.94,434.0,1590.0,30.9,42700,Asia
United Kingdom,1884,4.47,233.0,6100.0,44.8,35900000,Europe
Uruguay,1884,5.21,406.0,3800.0,32.9,548000,South America
Uzbekistan,1884,5.71,380.0,613.0,26.8,3410000,Asia
Vanuatu,1884,6.6,266.0,729.0,24.6,49500,Oceania
Venezuela,1884,5.94,415.0,2650.0,32.3,2150000,South America
Vietnam,1884,4.7,417.0,840.0,31.6,10900000,Asia
Yemen,1884,6.88,540.0,1110.0,23.4,2870000,Asia
Zambia,1884,6.71,410.0,813.0,33.1,1620000,Africa
Zimbabwe,1884,6.75,396.0,961.0,33.9,933000,Africa
Afghanistan,1885,7.0,481.0,824.0,28.5,4460000,Asia
Albania,1885,4.6,375.0,990.0,35.4,700000,Europe
Algeria,1885,6.99,460.0,1490.0,29.5,4020000,Africa
Andorra,1885,,,2680.0,,4170,Europe
Angola,1885,6.99,486.0,897.0,28.0,3160000,Africa
Antigua and Barbuda,1885,4.69,238.0,1180.0,33.6,35800,North America
Argentina,1885,6.3,410.0,4300.0,32.5,2880000,South America
Armenia,1885,8.07,332.0,662.0,33.6,742000,Europe
Australia,1885,4.78,202.0,8040.0,42.0,2600000,Oceania
Austria,1885,4.49,414.0,3840.0,35.9,5170000,Europe
Azerbaijan,1885,8.1,323.0,1120.0,29.0,1600000,Europe
Bahamas,1885,5.9,225.0,2250.0,35.1,48200,North America
Bahrain,1885,6.99,440.0,2280.0,30.4,70000,Asia
Bangladesh,1885,6.7,540.0,939.0,23.2,24700000,Asia
Barbados,1885,5.14,634.0,1420.0,32.4,177000,North America
Belarus,1885,6.73,366.0,896.0,36.1,4280000,Europe
Belgium,1885,4.49,230.0,5150.0,45.5,5810000,Europe
Belize,1885,6.66,254.0,899.0,26.6,29400,North America
Benin,1885,5.62,430.0,819.0,31.5,1060000,Africa
Bhutan,1885,6.67,432.0,717.0,30.2,288000,Asia
Bolivia,1885,6.48,405.0,1410.0,33.4,1290000,South America
Bosnia and Herzegovina,1885,5.3,379.0,970.0,35.2,1450000,Europe
Botswana,1885,6.49,397.0,545.0,33.7,142000,Africa
Brazil,1885,6.26,417.0,1370.0,32.1,13000000,South America
Brunei,1885,7.06,455.0,1890.0,28.9,10400,Asia
Bulgaria,1885,5.04,328.0,1790.0,39.5,3210000,Europe
Burkina,1885,6.08,455.0,517.0,29.8,2130000,Africa
Burma (Myanmar),1885,6.03,433.0,695.0,30.3,5070000,Asia
Burundi,1885,6.81,424.0,452.0,31.7,1710000,Africa
CZ,1885,4.99,380.0,3220.0,35.0,8450000,Europe
Cambodia,1885,6.95,380.0,424.0,35.4,2590000,Asia
Cameroon,1885,5.54,460.0,859.0,29.2,3280000,Africa
Canada,1885,4.42,271.0,3510.0,44.9,4580000,North America
Cape Verde,1885,6.56,395.0,743.0,34.5,121000,Africa
Central African Republic,1885,6.51,444.0,582.0,30.6,1010000,Africa
Chad,1885,6.06,432.0,574.0,31.8,1910000,Africa
Chile,1885,3.46,417.0,2220.0,32.1,2530000,South America
China,1885,5.5,417.0,730.0,32.0,375000000,Asia
Colombia,1885,6.19,417.0,1160.0,32.4,3140000,South America
Comoros,1885,6.01,416.0,759.0,32.4,76000,Africa
Congo,1885,5.67,409.0,731.0,32.3,611000,Africa
Costa Rica,1885,6.92,441.0,1610.0,30.4,220000,North America
Croatia,1885,6.18,367.0,2420.0,36.1,2180000,Europe
Cuba,1885,5.78,306.0,2070.0,41.7,1600000,North America
Cyprus,1885,5.29,339.0,1850.0,38.4,197000,Europe
Denmark,1885,4.39,176.0,4090.0,49.7,2190000,Europe
Djibouti,1885,6.3,445.0,984.0,30.8,40800,Africa
Dominica,1885,,,1030.0,,27300,North America
Dominican Republic,1885,6.16,445.0,952.0,30.5,354000,North America
East Timor,1885,6.52,458.0,616.0,29.6,300000,Asia
Ecuador,1885,7.0,406.0,952.0,33.4,1210000,South America
Egypt,1885,6.03,405.0,2250.0,32.9,7950000,Africa
El Salvador,1885,5.9,462.0,1690.0,28.9,700000,North America
Equatorial Guinea,1885,5.51,447.0,423.0,30.3,137000,Africa
Eritrea,1885,6.96,441.0,630.0,30.4,606000,Africa
Estonia,1885,4.01,313.0,1460.0,41.3,729000,Europe
Ethiopia,1885,7.17,448.0,536.0,29.7,18100000,Africa
Fiji,1885,6.45,499.0,981.0,26.6,123000,Oceania
Finland,1885,4.79,288.0,1990.0,41.3,2200000,Europe
France,1885,3.32,240.0,3630.0,44.0,39100000,Europe
Gabon,1885,6.14,436.0,395.0,31.2,375000,Africa
Gambia,1885,6.51,460.0,856.0,30.6,147000,Africa
Georgia,1885,7.8,332.0,741.0,31.7,1940000,Europe
Germany,1885,5.26,367.0,4480.0,39.5,45900000,Europe
Ghana,1885,6.43,471.0,760.0,28.5,2400000,Africa
Greece,1885,3.82,351.0,3060.0,37.7,4280000,Europe
Grenada,1885,5.81,253.0,1270.0,37.5,47000,North America
Guatemala,1885,6.45,503.0,1460.0,25.6,1320000,North America
Guinea,1885,6.11,438.0,516.0,31.4,1370000,Africa
Guinea-Bissau,1885,7.25,417.0,599.0,31.6,259000,Africa
Guyana,1885,4.61,429.0,1890.0,31.3,257000,South America
Haiti,1885,6.31,486.0,1230.0,28.9,1370000,North America
Honduras,1885,6.23,393.0,1550.0,34.5,364000,North America
Hungary,1885,5.48,407.0,3330.0,36.0,6430000,Europe
Iceland,1885,3.83,229.0,1810.0,45.5,71300,Europe
India,1885,5.79,515.0,754.0,25.0,273000000,Asia
Indonesia,1885,6.07,444.0,1220.0,30.1,31900000,Asia
Iran,1885,7.08,506.0,1850.0,25.9,9010000,Asia
Iraq,1885,7.13,428.0,4640.0,31.4,1790000,Asia
Ireland,1885,3.15,140.0,4180.0,45.2,4920000,Europe
Israel,1885,4.9,447.0,966.0,32.0,295000,Asia
Italy,1885,5.04,357.0,3410.0,36.8,30400000,Europe
Jamaica,1885,5.11,258.0,1070.0,37.9,613000,North America
Japan,1885,3.98,353.0,1350.0,37.4,38200000,Asia
Jordan,1885,6.97,421.0,1630.0,31.8,263000,Asia
Kazakhstan,1885,6.45,497.0,1780.0,26.3,3660000,Asia
Kenya,1885,6.91,508.0,1110.0,25.9,4180000,Africa
Kiribati,1885,5.67,332.0,594.0,25.2,24200,Oceania
"Korea, North",1885,6.1,500.0,280.0,26.5,4940000,Asia
"Korea, South",1885,6.0,503.0,519.0,25.9,9450000,Asia
Kuwait,1885,6.87,500.0,1770.0,26.2,89700,Asia
Kyrgyzstan,1885,6.58,377.0,901.0,23.9,957000,Asia
Laos,1885,6.13,419.0,1010.0,31.4,1020000,Asia
Latvia,1885,3.87,308.0,1170.0,41.3,1690000,Europe
Lebanon,1885,5.74,448.0,3540.0,29.8,481000,Asia
Lesotho,1885,5.84,407.0,368.0,33.5,248000,Africa
Liberia,1885,6.19,429.0,951.0,32.0,435000,Africa
Libya,1885,7.2,405.0,2270.0,33.9,406000,Africa
Liechtenstein,1885,,,,,9260,Europe
Lithuania,1885,5.19,376.0,1980.0,35.3,2020000,Europe
Luxembourg,1885,4.01,324.0,3140.0,40.0,210000,Europe
Macedonia,1885,5.43,384.0,1240.0,36.3,701000,Europe
Madagascar,1885,6.89,437.0,786.0,31.1,2910000,Africa
Malawi,1885,6.78,440.0,354.0,30.6,2130000,Africa
Malaysia,1885,5.45,436.0,1320.0,30.6,1300000,Asia
Maldives,1885,5.98,402.0,839.0,32.3,59400,Asia
Mali,1885,6.23,494.0,618.0,27.3,2020000,Africa
Malta,1885,5.42,348.0,1420.0,34.8,198000,Europe
Marshall Islands,1885,,,568.0,,27400,Oceania
Mauritania,1885,6.34,417.0,724.0,32.5,327000,Africa
Mauritius,1885,4.9,281.0,1290.0,29.0,368000,Africa
Mexico,1885,6.8,487.0,1690.0,26.9,10900000,North America
Micronesia,1885,6.02,257.0,546.0,26.6,22800,Oceania
Moldova,1885,6.39,339.0,886.0,33.0,1290000,Europe
Monaco,1885,,,4260.0,,17700,Europe
Mongolia,1885,5.94,420.0,717.0,31.6,681000,Asia
Montenegro,1885,5.3,375.0,1900.0,35.6,347000,Europe
Morocco,1885,6.5,403.0,999.0,33.3,4040000,Africa
Mozambique,1885,6.63,440.0,410.0,31.2,4490000,Africa
Namibia,1885,5.96,412.0,1430.0,33.0,172000,Africa
Nauru,1885,,,760.0,,1930,Oceania
Nepal,1885,6.15,407.0,691.0,33.6,4970000,Asia
Netherlands,1885,5.21,270.0,5800.0,43.3,4270000,Europe
New Zealand,1885,4.6,129.0,5910.0,40.7,587000,Oceania
Nicaragua,1885,6.16,509.0,1950.0,25.6,438000,North America
Niger,1885,6.83,433.0,612.0,31.7,1200000,Africa
Nigeria,1885,6.55,438.0,1190.0,32.1,16900000,Africa
Norway,1885,4.56,159.0,4720.0,51.0,1960000,Europe
Oman,1885,6.88,414.0,1280.0,32.2,368000,Asia
Pakistan,1885,6.59,502.0,1090.0,27.2,17000000,Asia
Palau,1885,,,1050.0,,5330,Oceania
Panama,1885,5.36,406.0,1770.0,33.2,211000,North America
Papua New Guinea,1885,6.23,424.0,683.0,32.2,952000,Oceania
Paraguay,1885,6.49,374.0,1890.0,35.8,415000,South America
Peru,1885,6.82,372.0,903.0,35.1,3160000,South America
Philippines,1885,6.77,432.0,1210.0,31.1,5820000,Asia
Poland,1885,5.36,369.0,2540.0,35.9,20900000,Europe
Portugal,1885,4.16,373.0,1820.0,35.6,4810000,Europe
Qatar,1885,6.97,433.0,1770.0,30.5,15100,Asia
Romania,1885,5.78,276.0,1030.0,35.7,10000000,Europe
Russian Federation,1885,6.74,438.0,2230.0,30.8,56700000,Asia
Rwanda,1885,7.07,420.0,480.0,32.1,1600000,Africa
Saint Kitts and Nevis,1885,,,1810.0,,46900,North America
Saint Lucia,1885,5.53,271.0,1090.0,28.1,41500,North America
Saint Vincent and the Grenadines,1885,6.54,286.0,1300.0,26.0,41000,North America
Samoa,1885,6.98,262.0,1750.0,26.2,36600,Oceania
San Marino,1885,,,1990.0,,8970,Europe
Sao Tome and Principe,1885,6.23,312.0,995.0,31.2,36000,Africa
Saudi Arabia,1885,6.86,416.0,2620.0,33.1,2170000,Asia
Senegal,1885,5.7,512.0,682.0,26.1,1230000,Africa
Serbia,1885,5.43,261.0,2440.0,35.5,2040000,Europe
Seychelles,1885,5.16,211.0,1110.0,41.0,16500,Africa
Sierra Leone,1885,5.72,514.0,1010.0,26.3,991000,Africa
Singapore,1885,5.39,392.0,2230.0,34.1,134000,Asia
Slovakia,1885,5.83,363.0,2400.0,36.4,2700000,Europe
Slovenia,1885,4.59,361.0,2530.0,36.5,833000,Europe
Solomon Islands,1885,6.42,505.0,458.0,25.1,105000,Oceania
Somalia,1885,6.87,452.0,752.0,30.3,1490000,Africa
South Africa,1885,6.47,398.0,1800.0,34.0,4480000,Africa
South Sudan,1885,6.64,490.0,696.0,28.1,1640000,Africa
Spain,1885,4.8,312.0,2950.0,30.3,17300000,Europe
Sri Lanka,1885,5.46,410.0,1220.0,32.5,3270000,Asia
Sudan,1885,6.64,425.0,711.0,31.4,4850000,Africa
Suriname,1885,6.58,406.0,2540.0,32.9,91800,South America
Swaziland,1885,6.71,414.0,672.0,32.6,93900,Africa
Sweden,1885,4.34,195.0,2670.0,48.9,4680000,Europe
Switzerland,1885,3.71,231.0,10400.0,43.9,2880000,Europe
Syria,1885,6.85,429.0,747.0,31.5,1640000,Asia
Tajikistan,1885,5.87,316.0,809.0,24.1,840000,Asia
Tanzania,1885,6.74,415.0,671.0,32.8,5340000,Africa
Thailand,1885,6.35,438.0,1030.0,30.6,6530000,Asia
Togo,1885,6.34,427.0,937.0,31.9,664000,Africa
Tonga,1885,6.51,229.0,828.0,28.4,19800,Oceania
Trinidad and Tobago,1885,4.82,336.0,1760.0,38.9,195000,North America
Tunisia,1885,6.4,460.0,1190.0,29.4,1600000,Africa
Turkey,1885,6.92,380.0,1570.0,35.4,12900000,Asia
Turkmenistan,1885,6.22,476.0,1470.0,22.4,663000,Asia
Tuvalu,1885,,,898.0,,3410,Oceania
US,1885,4.52,298.0,5000.0,42.3,57700000,North America
Uganda,1885,6.89,511.0,637.0,25.3,3440000,Africa
Ukraine,1885,7.32,361.0,1190.0,36.5,20400000,Europe
United Arab Emirates,1885,6.94,434.0,1610.0,30.9,42900,Asia
United Kingdom,1885,4.39,219.0,6010.0,45.8,36200000,Europe
Uruguay,1885,5.45,406.0,4280.0,32.9,570000,South America
Uzbekistan,1885,5.71,380.0,615.0,27.0,3440000,Asia
Vanuatu,1885,6.6,265.0,732.0,24.7,49900,Oceania
Venezuela,1885,5.94,415.0,2450.0,32.3,2180000,South America
Vietnam,1885,4.7,417.0,847.0,31.6,10900000,Asia
Yemen,1885,6.88,540.0,1120.0,23.4,2870000,Asia
Zambia,1885,6.71,410.0,815.0,33.1,1620000,Africa
Zimbabwe,1885,6.75,396.0,963.0,33.9,943000,Africa
Afghanistan,1886,7.0,481.0,840.0,28.5,4490000,Asia
Albania,1886,4.6,375.0,1010.0,35.4,707000,Europe
Algeria,1886,6.99,460.0,1500.0,29.5,4060000,Africa
Andorra,1886,,,2710.0,,4200,Europe
Angola,1886,6.99,486.0,901.0,28.1,3180000,Africa
Antigua and Barbuda,1886,4.68,236.0,1180.0,33.6,36000,North America
Argentina,1886,6.22,406.0,4160.0,32.8,2970000,South America
Armenia,1886,8.07,332.0,635.0,33.8,749000,Europe
Australia,1886,4.74,198.0,7870.0,42.5,2690000,Oceania
Austria,1886,4.51,406.0,3930.0,36.2,5210000,Europe
Azerbaijan,1886,8.1,322.0,1070.0,29.2,1610000,Europe
Bahamas,1886,5.9,223.0,2260.0,35.1,48600,North America
Bahrain,1886,6.99,440.0,2300.0,30.4,70400,Asia
Bangladesh,1886,6.7,544.0,907.0,22.9,24800000,Asia
Barbados,1886,5.13,636.0,1430.0,32.5,179000,North America
Belarus,1886,6.68,366.0,861.0,36.1,4320000,Europe
Belgium,1886,4.42,266.0,5170.0,43.4,5860000,Europe
Belize,1886,6.66,253.0,905.0,26.6,29900,North America
Benin,1886,5.63,430.0,823.0,31.5,1070000,Africa
Bhutan,1886,6.67,431.0,719.0,30.3,287000,Asia
Bolivia,1886,6.48,405.0,1420.0,33.5,1320000,South America
Bosnia and Herzegovina,1886,5.3,379.0,983.0,35.2,1480000,Europe
Botswana,1886,6.49,397.0,548.0,33.7,143000,Africa
Brazil,1886,6.25,417.0,1410.0,32.1,13200000,South America
Brunei,1886,7.06,455.0,1900.0,28.9,10700,Asia
Bulgaria,1886,4.37,327.0,1810.0,39.6,3250000,Europe
Burkina,1886,6.09,455.0,518.0,29.9,2140000,Africa
Burma (Myanmar),1886,6.03,433.0,702.0,30.3,5430000,Asia
